,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
13,UK,798,+208,11.0,1.0,18.0,769,20.0,11.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
14,Japan,701,+10,19.0,,118.0,564,29.0,5.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
15,Diamond Princess,696,,7.0,,325.0,364,32.0,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
16,Belgium,559,+160,3.0,,1.0,555,2.0,48.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
17,Austria,504,+143,1.0,,6.0,497,1.0,56.0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
18,Qatar,320,+58,,,,320,,111.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
19,Bahrain,210,+13,,,44.0,166,1.0,123.4,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
20,Singapore,200,+13,,,97.0,103,11.0,34.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
21,Australia,199,+43,3.0,,26.0,170,1.0,7.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
22,Canada,198,+56,1.0,,11.0,186,1.0,5.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
23,Malaysia,197,+39,,,32.0,165,4.0,6.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
24,Greece,190,+73,1.0,,2.0,187,2.0,18.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
25,Finland,155,+46,,,1.0,154,,28.0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
26,Brazil,151,+74,,,,151,2.0,0.7,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
27,Czechia,141,+25,,,,141,2.0,13.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
28,Slovenia,141,+45,,,,141,4.0,67.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
29,Iceland,134,+17,,,,134,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
30,Hong Kong,132,+1,4.0,1.0,77.0,51,4.0,17.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
31,Israel,126,+17,,,4.0,122,2.0,14.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
32,Portugal,112,+34,,,1.0,111,1.0,11.0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
33,Iraq,101,+18,9.0,1.0,24.0,68,,2.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
34,Kuwait,100,+20,,,5.0,95,4.0,23.4,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
35,Ireland,90,+20,1.0,,,89,6.0,18.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
36,Romania,89,+30,,,7.0,82,1.0,4.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
37,Saudi Arabia,86,+41,,,1.0,85,,2.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
38,UAE,85,,,,20.0,65,2.0,8.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
39,India,82,+8,2.0,1.0,10.0,70,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
40,San Marino,80,+8,5.0,,2.0,73,3.0,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
41,Egypt,80,,2.0,,27.0,51,,0.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
42,Estonia,79,+52,,,,79,,59.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
43,Lebanon,77,+9,3.0,,1.0,73,3.0,11.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
44,Thailand,75,+5,1.0,,35.0,39,1.0,1.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
45,Indonesia,69,+35,4.0,3.0,5.0,60,,0.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
46,Poland,68,+17,2.0,1.0,,66,3.0,1.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
47,Philippines,64,+12,5.0,,2.0,57,1.0,0.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
48,Taiwan,50,+1,1.0,,20.0,29,,2.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
49,Russia,45,+11,,,8.0,37,,0.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
50,Vietnam,44,,,,16.0,28,,0.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
51,Chile,43,+10,,,,43,,2.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
52,Brunei,37,+12,,,,37,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
53,Serbia,35,+11,,,,35,1.0,4.0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
54,Palestine,35,+4,,,,35,,6.9,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
55,Luxembourg,34,+8,,,,34,1.0,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
56,Albania,33,+10,1.0,,,32,,11.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
57,Croatia,32,+5,,,1.0,31,,7.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
58,Slovakia,32,+11,,,,32,,5.9,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
59,Argentina,31,,2.0,1.0,,29,1.0,0.7,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
60,Pakistan,28,+7,,,2.0,26,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
61,Peru,28,+6,,,,28,,0.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
62,Panama,27,+13,1.0,,,26,,6.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
63,Belarus,27,+6,,,3.0,24,,2.9,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
64,Algeria,26,,2.0,,10.0,14,,0.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
65,Georgia,25,,,,,25,1.0,6.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
66,South Africa,24,+8,,,,24,,0.4,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
67,Bulgaria,23,,1.0,,,22,,3.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
68,Costa Rica,23,,,,,23,1.0,4.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
69,Ecuador,19,+2,,,,19,1.0,1.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
70,Oman,19,+1,,,9.0,10,,3.7,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
71,Hungary,19,+3,,,,19,,2.0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
72,Bosnia and Herzegovina,18,+7,,,,18,,5.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
73,Latvia,17,+1,,,1.0,16,,9.0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
74,Tunisia,16,+3,,,,16,2.0,1.4,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
75,Azerbaijan,15,,1.0,,3.0,11,,1.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
76,North Macedonia,14,+5,,,1.0,13,,6.7,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
77,Cyprus,14,+4,,,,14,,11.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
78,Colombia,13,+4,,,,13,,0.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
79,Mexico,12,,,,4.0,8,1.0,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
80,Malta,12,+3,,,1.0,11,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
81,Macao,10,,,,10.0,0,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
82,Senegal,10,,,,2.0,8,,0.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
83,Maldives,9,+1,,,,9,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
84,Armenia,8,+2,,,,8,,2.7,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
85,Jamaica,8,+6,,,,8,,2.7,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
86,Morocco,7,+1,1.0,,1.0,5,1.0,0.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
87,Afghanistan,7,,,,,7,,0.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
88,Cambodia,7,+2,,,1.0,6,,0.4,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
89,Lithuania,6,+3,,,,6,,2.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
90,Sri Lanka,6,+3,,,1.0,5,,0.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
91,French Guiana,6,,,,,6,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
92,Moldova,6,,,,,6,,1.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
93,Paraguay,6,,,,,6,1.0,0.8,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
94,Dominican Republic,5,,,,,5,,0.5,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
95,New Zealand,5,,,,,5,,1.0,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
96,Réunion,5,+1,,,,5,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
97,Turkey,5,+4,,,,5,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
98,Cuba,4,+1,,,,4,,0.4,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
99,Kazakhstan,4,+4,,,,4,,0.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
100,Liechtenstein,4,,,,,4,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
101,Ukraine,3,,1.0,1.0,,2,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
102,Bangladesh,3,,,,1.0,2,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
103,Bolivia,3,,,,,3,,0.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
104,Channel Islands,3,,,,,3,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
105,Faeroe Islands,3,+1,,,,3,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
106,French Polynesia,3,+2,,,,3,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
107,Martinique,3,,,,,3,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
108,Monaco,2,,,,,2,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
109,Nigeria,2,,,,,2,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
110,Aruba,2,+2,,,,2,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
111,Burkina Faso,2,,,,,2,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
112,Cameroon,2,,,,,2,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
113,DRC,2,+1,,,,2,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
114,Ghana,2,,,,,2,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
115,Honduras,2,,,,,2,,0.2,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
116,Saint Martin,2,,,,,2,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
117,Venezuela,2,+2,,,,2,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
118,Guyana,1,,1.0,,,0,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
119,Sudan,1,+1,1.0,1.0,,0,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
120,Andorra,1,,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
121,Jordan,1,,,,1.0,0,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
122,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
123,Antigua and Barbuda,1,+1,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
124,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
125,Cayman Islands,1,+1,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
126,Ivory Coast,1,,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
127,Ethiopia,1,+1,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
128,Gabon,1,+1,,,,1,,0.4,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
129,Gibraltar,1,,,,1.0,0,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
130,Guadeloupe,1,+1,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
131,Guinea,1,+1,,,,1,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
132,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
133,Kenya,1,+1,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
134,Mongolia,1,,,,,1,,0.3,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
135,St. Barth,1,,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
136,St. Vincent Grenadines,1,,,,,1,,,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
137,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
138,Trinidad and Tobago,1,,,,,1,,0.7,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
139,Total:,145360,10783,5416.0,434.0,70931.0,69013,5990.0,18.6,https://web.archive.org/web/20200313/https://www.worldometers.info/coronavirus/,2020-03-13
