,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
67,Oman,18,,,,9.0,9,,3.5,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
68,Ecuador,17,,,,,17,1.0,1.0,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
69,South Africa,17,+4,,,,17,,0.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
70,Latvia,16,+6,,,1.0,15,,8.5,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
71,Hungary,16,+3,,,,16,,1.7,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
72,Azerbaijan,15,+4,1.0,1.0,3.0,11,,1.5,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
73,Panama,14,,1.0,,,13,,3.2,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
74,Tunisia,13,+6,,,,13,2.0,1.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
75,Mexico,12,+1,,,4.0,8,1.0,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
76,Bosnia and Herzegovina,11,+4,,,,11,,3.4,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
77,Macao,10,,,,10.0,0,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
78,Senegal,10,+6,,,1.0,9,,0.6,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
79,Cyprus,10,+4,,,,10,,8.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
80,North Macedonia,9,,,,1.0,8,,4.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
81,Colombia,9,,,,,9,,0.2,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
82,Malta,9,+2,,,,9,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
83,Maldives,8,,,,,8,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
84,Afghanistan,7,,,,,7,,0.2,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
85,Morocco,6,,1.0,,,5,1.0,0.2,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
86,Armenia,6,+5,,,,6,,2.0,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
87,French Guiana,6,,,,,6,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
88,Moldova,6,+3,,,,6,,1.5,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
89,Cambodia,5,,,,1.0,4,,0.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
90,Dominican Republic,5,,,,,5,,0.5,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
91,New Zealand,5,,,,,5,,1.0,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
92,Paraguay,5,,,,,5,1.0,0.7,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
93,Liechtenstein,4,+1,,,,4,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
94,Réunion,4,+3,,,,4,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
95,Lithuania,3,,,,,3,,1.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
96,Sri Lanka,3,+1,,,1.0,2,,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
97,Ukraine,3,+2,,,,3,,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
98,Bangladesh,3,,,,,3,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
99,Bolivia,3,+1,,,,3,,0.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
100,Channel Islands,3,+1,,,,3,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
101,Cuba,3,,,,,3,,0.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
102,Martinique,3,,,,,3,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
103,Nigeria,2,,,,,2,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
104,Burkina Faso,2,,,,,2,,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
105,Cameroon,2,,,,,2,,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
106,Faeroe Islands,2,,,,,2,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
107,Ghana,2,+2,,,,2,,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
108,Honduras,2,,,,,2,,0.2,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
109,Jamaica,2,,,,,2,,0.7,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
110,Saint Martin,2,,,,,2,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
111,Guyana,1,+1,1.0,1.0,,0,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
112,Andorra,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
113,Jordan,1,,,,,1,,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
114,Monaco,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
115,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
116,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
117,Ivory Coast,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
118,DRC,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
119,French Polynesia,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
120,Gibraltar,1,,,,1.0,0,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
121,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
122,Mongolia,1,,,,,1,,0.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
123,St. Barth,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
124,St. Vincent Grenadines,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
125,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
126,Trinidad and Tobago,1,+1,,,,1,,0.7,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
127,Turkey,1,,,,,1,,,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
128,Total:,134558,8344,4971.0,343.0,68934.0,60653,5994.0,17.3,https://web.archive.org/web/20200312/https://www.worldometers.info/coronavirus/,2020-03-12
