,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,ref,date
52,UAE,113,+15,,,26.0,87,2.0,11.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
53,Ecuador,111,+53,2.0,,,109,2.0,6.3,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
54,Turkey,98,+51,1.0,+1,,97,,1.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
55,Slovakia,97,+25,,,,97,2.0,17.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
56,South Africa,85,+21,,,,85,,1.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
57,Mexico,82,+29,,,4.0,78,1.0,0.6,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
58,Bulgaria,81,+19,2.0,,,79,,11.7,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
59,Argentina,79,+14,2.0,,3.0,74,1.0,1.7,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
60,Armenia,78,+26,,,1.0,77,2.0,26.3,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
61,Taiwan,77,+10,1.0,,20.0,56,,3.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
62,Serbia,72,+15,,,1.0,71,4.0,8.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
63,Panama,69,,1.0,,,68,7.0,16.0,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
64,Croatia,69,+12,,,5.0,64,,16.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
65,Vietnam,66,+5,,,16.0,50,,0.7,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
66,Colombia,65,+11,,,1.0,64,,1.3,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
67,Algeria,61,+1,5.0,+1,10.0,46,,1.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
68,Latvia,60,+26,,,1.0,59,,31.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
69,Brunei,56,+2,,,,56,1.0,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
70,Albania,55,+4,1.0,,,54,2.0,19.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
71,Hungary,50,+11,1.0,,2.0,47,,5.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
72,Costa Rica,50,+9,,,,50,3.0,9.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
73,Cyprus,49,+3,,,,49,1.0,40.6,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
74,Jordan,48,+19,,,1.0,47,,4.7,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
75,Faeroe Islands,47,+29,,,,47,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
76,Morocco,44,+7,2.0,+1,1.0,41,1.0,1.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
77,Sri Lanka,44,+16,,,1.0,43,,2.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
78,Palestine,41,+2,,,,41,,8.0,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
79,Andorra,39,+25,,,1.0,38,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
80,Malta,38,+8,,,2.0,36,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
81,Belarus,36,,,,3.0,33,,3.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
82,Azerbaijan,34,+9,1.0,,6.0,27,,3.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
83,Georgia,34,+1,,,1.0,33,1.0,8.5,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
84,Bosnia and Herzegovina,34,+9,,,2.0,32,,10.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
85,Cambodia,33,+21,,,1.0,32,,2.0,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
86,Oman,33,+9,,,12.0,21,,6.5,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
87,Kazakhstan,33,+23,,,,33,,1.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
88,Venezuela,33,+16,,,,33,,1.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
89,North Macedonia,31,+7,,,1.0,30,1.0,14.9,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
90,Moldova,30,+1,,,1.0,29,1.0,7.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
91,Uruguay,29,,,,,29,,8.3,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
92,Senegal,27,,,,2.0,25,,1.6,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
93,Lithuania,26,+8,,,1.0,25,1.0,9.6,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
94,Tunisia,25,+1,,,1.0,24,2.0,2.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
95,Afghanistan,22,+1,,,1.0,21,,0.6,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
96,Dominican Republic,21,,1.0,,,20,,1.9,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
97,Liechtenstein,19,+12,,,,19,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
98,Martinique,15,,1.0,,,14,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
99,Burkina Faso,15,,,,,15,,0.7,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
100,Ukraine,14,+7,2.0,+1,,12,,0.3,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
101,Macao,13,+1,,,10.0,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
102,Maldives,13,,,,,13,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
103,New Zealand,12,+4,,,,12,,2.5,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
104,Bolivia,12,+1,,,,12,,1.0,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
105,Jamaica,12,,,,2.0,10,,4.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
106,French Guiana,11,,,,,11,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
107,Uzbekistan,11,+3,,,,11,,0.3,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
108,Bangladesh,10,+2,,,3.0,7,,0.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
109,Cameroon,10,+5,,,,10,,0.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
110,Monaco,9,,,,,9,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
111,Paraguay,9,+1,,,,9,1.0,1.3,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
112,Réunion,9,,,,,9,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
113,Guatemala,8,,1.0,,,7,,0.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
114,Honduras,8,+2,,,,8,,0.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
115,Guyana,7,,1.0,,,6,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
116,Ghana,7,+1,,,,7,,0.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
117,Rwanda,7,,,,,7,,0.5,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
118,Channel Islands,6,,,,,6,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
119,Ethiopia,6,+1,,,,6,,0.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
120,Guadeloupe,6,,,,,6,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
121,Cuba,5,+1,,,,5,,0.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
122,Guam,5,+2,,,,5,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
123,Mongolia,5,+1,,,,5,,1.5,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
124,Puerto Rico,5,,,,,5,,1.7,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
125,Trinidad and Tobago,5,+1,,,,5,,3.6,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
126,Ivory Coast,4,,,,,4,,0.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
127,Kenya,4,+1,,,,4,,0.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
128,Seychelles,4,+1,,,,4,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
129,Nigeria,3,+1,,,1.0,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
130,Aruba,3,+1,,,,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
131,Curaçao,3,+1,,,,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
132,DRC,3,,,,,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
133,French Polynesia,3,,,,,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
134,Gibraltar,3,,,,2.0,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
135,Mayotte,3,+1,,,,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
136,St. Barth,3,,,,,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
137,Barbados,2,+2,,,,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
138,Liberia,2,+1,,,,2,,0.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
139,Montenegro,2,+2,,,,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
140,Namibia,2,,,,,2,,0.8,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
141,Saint Lucia,2,,,,,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
142,Saint Martin,2,,,,,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
143,U.S. Virgin Islands,2,+1,,,,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
144,Cayman Islands,1,,1.0,,,0,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
145,Sudan,1,,1.0,,,0,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
146,Nepal,1,,,,1.0,0,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
147,Antigua and Barbuda,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
148,Bahamas,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
149,Benin,1,,,,,1,,0.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
150,Bhutan,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
151,CAR,1,,,,,1,,0.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
152,Congo,1,,,,,1,,0.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
153,Equatorial Guinea,1,,,,,1,,0.7,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
154,Gabon,1,,,,,1,,0.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
155,Gambia,1,+1,,,,1,,0.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
156,Greenland,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
157,Guinea,1,,,,,1,,0.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
158,Vatican City,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
159,Mauritania,1,,,,,1,,0.2,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
160,St. Vincent Grenadines,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
161,Somalia,1,,,,,1,,0.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
162,Suriname,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
163,Eswatini,1,,,,,1,,0.9,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
164,Tanzania,1,,,,,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
165,Togo,1,,,,,1,,0.1,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
166,Total:,198178,15704,7965.0,803,81734.0,108479,7020.0,25.4,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,2020-03-17
