date,dailyDoublingRate,numberOfDoublingDays,lastUpdate
2020-06-23T00:00:00.000Z,8.125677139761645,8.872392729731198,2020-07-14T07:14:06.710Z
2020-06-24T00:00:00.000Z,10.82164328657314,6.745832842321991,2020-07-14T07:14:06.710Z
2020-06-25T00:00:00.000Z,9.448462929475587,7.677443349106192,2020-07-14T07:14:06.710Z
2020-06-26T00:00:00.000Z,6.4023130937629125,11.16950102854242,2020-07-14T07:14:06.710Z
2020-06-27T00:00:00.000Z,9.355590062111796,7.750317611755794,2020-07-14T07:14:06.710Z
2020-06-28T00:00:00.000Z,7.419240326588561,9.685002664267774,2020-07-14T07:14:06.710Z
2020-06-29T00:00:00.000Z,13.483146067415719,5.480111115916829,2020-07-14T07:14:06.710Z
2020-06-30T00:00:00.000Z,9.697146185206762,7.489178477188259,2020-07-14T07:14:06.710Z
2020-07-01T00:00:00.000Z,12.76878152375898,5.768086041860013,2020-07-14T07:14:06.710Z
2020-07-02T00:00:00.000Z,14.783427495291889,5.027289135509018,2020-07-14T07:14:06.710Z
2020-07-03T00:00:00.000Z,9.741591468416733,7.456543100094578,2020-07-14T07:14:06.710Z
2020-07-04T00:00:00.000Z,7.8676882825640115,9.152248216441933,2020-07-14T07:14:06.710Z
2020-07-05T00:00:00.000Z,7.796257796257811,9.23300546101142,2020-07-14T07:14:06.710Z
2020-07-06T00:00:00.000Z,6.139504982320787,11.63308432436068,2020-07-14T07:14:06.710Z
2020-07-07T00:00:00.000Z,9.145972138098134,7.920234312764573,2020-07-14T07:14:06.710Z
2020-07-08T00:00:00.000Z,4.9250832408434855,14.41761325080523,2020-07-14T07:14:06.710Z
2020-07-09T00:00:00.000Z,5.024461192648433,14.13919498302513,2020-07-14T07:14:06.710Z
2020-07-10T00:00:00.000Z,5.90457006168954,12.08242435046493,2020-07-14T07:14:06.710Z
2020-07-11T00:00:00.000Z,4.065620542082749,17.39326028580744,2020-07-14T07:14:06.710Z
2020-07-12T00:00:00.000Z,4.615033127713031,15.36330033357833,2020-07-14T07:14:06.710Z
2020-07-13T00:00:00.000Z,5.9947586809347095,11.90576440702786,2020-07-14T07:14:06.710Z
