,Country,Total Cases,New Cases,Total Deaths,Region,ref,date,New Deaths,Total Recovered,Serious_Critical,ActiveCases,Tot Cases/1M pop,Tot Deaths/1M pop,Deaths/1M pop,Reported1st case
2812,Sudan,1,,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,0,,,,
2813,Nepal,1,,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,,0,,,,
2815,Bahamas,1,,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,1,,,,
2754,Sri Lanka,28,10,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,,27,1.3,,,
2755,Azerbaijan,25,2,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,6,,18,2.5,,,
2752,Moldova,29,6,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,1,28,7.2,,,
2693,Australia,401,101,5,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,27,1,369,15.7,,,
2694,Greece,352,21,4,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,8,5,340,33.8,,,
2695,Czechia,344,51,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,3,2,341,32.1,,,
2696,Portugal,331,86,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,1,3,18,327,32.5,,,
2697,Israel,298,85,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,4,4,294,34.4,,,
2698,Finland,278,34,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,10,1,268,50.2,,,
2699,Slovenia,253,34,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,3,252,121.7,,,
2700,Singapore,243,17,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,109,11,134,41.5,,,
2701,Brazil,234,34,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,2,2,232,1.1,,,
2702,Bahrain,228,14,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,1,81,1,146,134,,,
2703,Ireland,223,53,2,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,5,6,216,45.2,,,
2704,Estonia,205,34,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,,204,154.5,,,
2705,Iceland,199,19,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,1,199,,,,
2706,Pakistan,184,131,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,1,2,,181,0.8,,,
2707,Poland,177,52,4,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,1,,3,173,4.7,,,
2708,Romania,168,29,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,9,2,159,8.7,,,
2709,Egypt,166,40,4,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,2,32,,130,1.6,,,
2691,Canada,441,100,4,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,3,11,1,426,11.7,,,
2710,Chile,156,81,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,156,8.2,,,
2690,Malaysia,566,138,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,42,9,524,17.5,,,
2688,Japan,827,,27,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,3,144,41,656,6.5,,,
2753,Uruguay,29,23,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,29,8.3,,,
2672,China,80881,21,3226,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,13,68688,3226,8967,56.2,,,
2673,Italy,27980,3,2158,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,349,2749,1851,23073,,,,
2674,Iran,14991,1,853,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,129,4590,,9548,178.5,,,
2675,Spain,9942,1,342,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,48,530,272,9070,212.6,,,
2676,S. Korea,8236,74,75,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1137,59,7024,160.6,,,
2677,Germany,7272,1,17,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,4,67,2,7188,86.8,,,
2678,France,6633,1,148,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,21,12,400,6473,101.6,,,
2679,USA,4663,983,86,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,18,74,12,4503,14.1,,,
2680,Switzerland,2353,136,19,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,5,4,,2330,271.9,,,
2681,UK,1543,152,55,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,20,52,20,1436,22.7,,,
2682,Netherlands,1413,278,24,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,4,2,45,1387,82.5,,,
2683,Norway,1348,92,3,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,27,1344,248.7,,,
2684,Sweden,1121,81,7,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,4,1,2,1113,111,,,
2685,Belgium,1058,172,10,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,6,1,33,1047,91.3,,,
2686,Austria,1018,158,3,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,2,8,12,1007,113,,,
2687,Denmark,914,50,4,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,2,1,10,909,157.8,,,
2689,Diamond Princess,696,,7,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,456,15,233,,,,
2711,Hong Kong,155,6,4,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,81,4,70,20.7,,,
2692,Qatar,439,38,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,4,,435,152.4,,,
2713,Philippines,142,2,12,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,5,1,125,1.3,,,
2735,Panama,55,,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,54,12.7,,,
2736,Brunei,54,4,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,1,54,,,,
2737,Colombia,54,20,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,,53,1.1,,,
2738,Mexico,53,10,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,4,1,49,0.4,,,
2739,Armenia,52,24,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,2,51,17.5,,,
2740,Albania,51,9,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,2,50,17.7,,,
2742,Cyprus,46,13,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,1,46,38.1,,,
2743,Costa Rica,41,6,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,3,41,8,,,
2744,Hungary,39,7,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,2,,36,4,,,
2745,Palestine,39,1,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,39,7.6,,,
2746,Morocco,38,10,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,1,36,1,,,
2747,Belarus,36,9,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,3,,33,3.8,,,
2748,Latvia,34,4,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,,33,18,,,
2749,Georgia,33,,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,1,32,8.3,,,
2750,Malta,30,9,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,2,,28,,,,
2712,Thailand,147,33,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,35,1,111,2.1,,,
2751,Jordan,29,17,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,,28,2.8,,,
2734,Argentina,56,,2,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,3,1,51,1.2,,,
2733,Serbia,57,9,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,2,56,6.5,,,
2741,Turkey,47,29,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,47,0.6,,,
2731,Ecuador,58,21,2,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,2,56,3.3,,,
2714,Indonesia,134,17,5,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,8,,121,0.5,,,
2732,Croatia,57,8,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,3,,54,13.9,,,
2716,Saudi Arabia,133,15,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,6,,127,3.8,,,
2717,India,129,15,2,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,13,,114,0.1,,,
2718,Kuwait,123,11,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,9,4,114,28.8,,,
2719,San Marino,109,,7,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,4,11,98,,,,
2720,Lebanon,109,,3,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,3,3,103,16,,,
2721,UAE,98,,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,23,2,75,9.9,,,
2722,Russia,93,30,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,8,,85,0.6,,,
2715,Iraq,133,9,10,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,32,,91,3.3,,,
2724,Luxembourg,81,4,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,10,80,,,,
2725,Slovakia,72,11,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,72,13.2,,,
2726,Taiwan,67,8,1,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,20,,46,2.8,,,
2727,South Africa,64,3,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,64,1.1,,,
2728,Bulgaria,62,11,2,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,,,60,8.9,,,
2729,Vietnam,61,4,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,16,,45,0.6,,,
2730,Algeria,60,6,4,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,10,,46,1.4,,,
2723,Peru,86,15,,,https://web.archive.org/web/20200316/https://www.worldometers.info/coronavirus/,16/03/2020,,1,8,85,2.6,,,
2943,Uzbekistan,11,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,11,0.3,,,
2944,Bangladesh,10,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,3,,7,0.1,,,
2945,Cameroon,10,5,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,10,0.4,,,
2946,Monaco,9,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,9,,,,
2947,Paraguay,9,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,1,9,1.3,,,
2948,Réunion,9,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,9,,,,
2949,Guatemala,8,,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,7,0.4,,,
2950,Honduras,8,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,8,0.8,,,
2954,Channel Islands,6,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,6,,,,
2952,Ghana,7,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,7,0.2,,,
2953,Rwanda,7,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,7,0.5,,,
2955,Ethiopia,6,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,6,0.1,,,
2956,Guadeloupe,6,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,6,,,,
2957,Cuba,5,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,5,0.4,,,
2958,Guam,5,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,5,,,,
2959,Mongolia,5,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,5,1.5,,,
2942,French Guiana,11,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,11,,,,
2951,Guyana,7,,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,6,,,,
2941,Jamaica,12,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,2,,10,4.1,,,
2922,Oman,33,9,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,12,,21,6.5,,,
2939,New Zealand,12,4,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,12,2.5,,,
2960,Puerto Rico,5,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,5,1.7,,,
2923,Kazakhstan,33,23,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,33,1.8,,,
2924,Venezuela,33,16,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,33,1.2,,,
2925,North Macedonia,31,7,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,1,30,14.9,,,
2926,Moldova,30,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,1,29,7.4,,,
2927,Uruguay,29,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,29,8.3,,,
2928,Senegal,27,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,2,,25,1.6,,,
2929,Lithuania,26,8,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,1,25,9.6,,,
2930,Tunisia,25,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,2,24,2.1,,,
2931,Afghanistan,22,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,,21,0.6,,,
2932,Dominican Republic,21,,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,20,1.9,,,
2933,Liechtenstein,19,12,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,19,,,,
2934,Martinique,15,,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,14,,,,
2935,Burkina Faso,15,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,15,0.7,,,
2936,Ukraine,14,7,2,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,1,,,12,0.3,,,
2937,Macao,13,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,10,,3,,,,
2938,Maldives,13,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,13,,,,
2940,Bolivia,12,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,12,1,,,
2961,Trinidad and Tobago,5,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,5,3.6,,,
2963,Kenya,4,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,4,0.1,,,
2986,Bhutan,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
2987,CAR,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.2,,,
2988,Congo,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.2,,,
2989,Equatorial Guinea,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.7,,,
2990,Gabon,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.4,,,
2991,Gambia,1,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.4,,,
2992,Greenland,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
2993,Guinea,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.1,,,
2994,Vatican City,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
2995,Mauritania,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.2,,,
2996,St. Vincent Grenadines,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
2997,Somalia,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.1,,,
2998,Suriname,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
2999,Eswatini,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.9,,,
3000,Tanzania,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
3001,Togo,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.1,,,
2921,Cambodia,33,21,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,,32,2,,,
2985,Benin,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,0.1,,,
2984,Bahamas,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
2983,Antigua and Barbuda,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,1,,,,
2982,Nepal,1,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,,0,,,,
2964,Seychelles,4,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,4,,,,
2965,Nigeria,3,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,,2,,,,
2966,Aruba,3,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,3,,,,
2967,Curaçao,3,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,3,,,,
2968,DRC,3,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,3,,,,
2969,French Polynesia,3,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,3,,,,
2970,Gibraltar,3,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,2,,1,,,,
2971,Mayotte,3,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,3,,,,
2962,Ivory Coast,4,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,4,0.2,,,
2972,St. Barth,3,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,3,,,,
2974,Liberia,2,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,2,0.4,,,
2975,Montenegro,2,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,2,,,,
2976,Namibia,2,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,2,0.8,,,
2977,Saint Lucia,2,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,2,,,,
2978,Saint Martin,2,,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,2,,,,
2979,U.S. Virgin Islands,2,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,2,,,,
2980,Cayman Islands,1,,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,0,,,,
2981,Sudan,1,,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,0,,,,
2973,Barbados,2,2,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,,2,,,,
2920,Bosnia and Herzegovina,34,9,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,2,,32,10.4,,,
2849,Belgium,1243,185,10,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,14,33,1219,107.3,,,
2918,Azerbaijan,34,9,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,6,,27,3.4,,,
2858,Qatar,442,3,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,4,,438,153.4,,,
2859,Czechia,434,90,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,3,2,431,40.5,,,
2860,Greece,387,35,5,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,1,14,11,368,37.1,,,
2861,Brazil,346,112,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,1,2,18,343,1.6,,,
2862,Israel,337,39,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,11,5,326,38.9,,,
2863,Finland,322,44,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,10,2,312,58.1,,,
2864,Ireland,292,69,2,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,5,6,285,59.1,,,
2865,Slovenia,275,22,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,4,274,132.3,,,
2866,Singapore,266,23,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,114,14,152,45.5,,,
2867,Iceland,247,48,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,5,1,242,,,,
2868,Pakistan,247,63,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,-1,2,,245,1.1,,,
2869,Bahrain,241,13,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,88,3,152,141.6,,,
2870,Poland,238,61,5,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,1,1,3,232,6.3,,,
2871,Estonia,225,20,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,,224,169.6,,,
2872,Romania,217,49,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,19,5,198,11.3,,,
2873,Chile,201,45,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,,3,201,10.5,,,
2874,Egypt,196,30,6,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,2,26,,164,1.9,,,
2857,Portugal,448,117,1,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,3,18,444,43.9,,,
2875,Philippines,187,45,12,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,5,1,170,1.7,,,
2856,Australia,452,51,5,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,27,1,420,17.7,,,
2854,Malaysia,673,107,2,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,2,49,10,622,20.8,,,
2837,Italy,31506,3,2503,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,345,2941,2060,26062,521.1,,,
2838,Iran,16169,1,988,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,135,5389,,9792,192.5,,,
2839,Spain,11826,1,533,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,191,1028,563,10265,252.9,,,
2840,Germany,9367,2,26,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,9,67,2,9274,111.8,,,
2841,S. Korea,8320,84,81,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,6,1401,59,6838,162.3,,,
2842,France,7730,1,175,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,27,602,699,6953,118.4,,,
2843,USA,6439,1,109,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,23,106,12,6224,19.5,,,
2844,Switzerland,2742,389,27,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,8,15,,2700,316.8,,,
2845,UK,1950,407,71,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,16,65,20,1814,28.7,,,
2846,Netherlands,1705,292,43,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,19,2,45,1660,99.5,,,
2847,Norway,1470,122,3,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,27,1466,271.2,,,
2848,Austria,1332,314,4,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,1,8,12,1320,147.9,,,
2919,Georgia,34,1,,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,,1,1,33,8.5,,,
2850,Sweden,1196,75,8,,https://web.archive.org/web/20200317/https://www.worldometers.info/coronavirus/,17/03/2020,1,1,12,1187,118.4,,,
